Région,Code région,Code département,code_commune,nom_commune,zone_montagne,est_zone_vulnerable,est_zar,zone_ouest,zone_sud,zone_est,Dernière mise à jour,Dernière mise à jour par
GRAND EST,44,57,57159,CREHANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57160,CREUTZWALD,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57161,CUTTING,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57162,CUVRY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57163,DABO,C,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57165,DALEM,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57166,DALHAIN,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57167,DALSTEIN,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57168,DANNE ET QUATRE VENTS,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57169,DANNELBOURG,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57171,DELME,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57172,DENTING,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57173,DESSELING,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57174,DESTRY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57175,DIANE CAPELLE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57176,DIEBLING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57177,DIEUZE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57178,DIFFEMBACH LES HELLIMER,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57179,DISTROFF,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57180,DOLVING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57181,DOMNOM LES DIEUZE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57182,DONJEUX,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57183,DONNELAY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57186,EBERSVILLER,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57187,EBLANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57188,EGUELSHARDT,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57189,EINCHEVILLE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57190,ELVANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57191,ELZANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57192,ENCHENBERG,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57193,ENNERY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57194,ENTRANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57195,EPPING,NC,PC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57196,ERCHING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57197,ERNESTVILLER,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57198,ERSTROFF,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57199,ESCHERANGE,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57200,ETANGS,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57201,ETTING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57202,ETZLING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57203,EVRANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57204,FAILLY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57205,FALCK,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57206,FAMECK,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57207,FAREBERSVILLER,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57208,FARSCHVILLER,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57209,FAULQUEMONT,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57210,FENETRANGE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57211,FEVES,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57212,FEY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57213,FILSTROFF,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57214,FIXEM,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57215,FLASTROFF,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57216,FLEISHEIM,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57217,FLETRANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57218,FLEURY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57219,FLEVY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57220,FLOCOURT,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57221,FLORANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57222,FOLKLING,NC,PC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57224,FOLSCHVILLER,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57225,FONTENY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57226,FONTOY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57227,FORBACH,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57228,FOSSIEUX,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57229,FOULCREY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57230,FOULIGNY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57231,FOVILLE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57232,FRANCALTROFF,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57233,FRAQUELFING,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57234,FRAUENBERG,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57235,FREISTROFF,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57236,FREMERY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57237,FREMESTROFF,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57238,FRESNES EN SAULNOIS,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57239,FREYBOUSE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57240,FREYMING MERLEBACH,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57241,FRIBOURG,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57242,GANDRANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57244,GARREBOURG,C,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57245,GAVISSE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57246,GELUCOURT,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57247,GERBECOURT,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57248,GIVRYCOURT,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57249,GLATIGNY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57250,GOETZENBRUCK,C,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57251,GOIN,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57252,GOMELANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57253,GONDREXANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57254,GORZE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57255,GOSSELMING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57256,GRAVELOTTE,NC,C,PC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57257,GREMECEY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57258,GRENING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57259,GRINDORFF BIZING,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57260,GROSBLIEDERSTROFF,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57261,GROS REDERCHING,NC,PC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57262,GROSTENQUIN,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57263,GRUNDVILLER,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57264,GUEBENHOUSE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57265,GUEBESTROFF,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57266,GUEBLANGE LES DIEUZE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57267,VAL DE GUEBLANGE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57268,GUEBLING,NC,C,PC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57269,GUENANGE,NC,C,PC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57270,VAL DE BRIDE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57271,GUENVILLER,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57272,GUERMANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57273,GUERSTLING,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57274,GUERTING,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57275,GUESSLING HEMERING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57276,GUINGLANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57277,GUINKIRCHEN,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57278,GUINZELING,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57280,GUNTZVILLER,NC,PC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57281,HABOUDANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57282,HAGEN,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57283,HAGONDANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57284,HALLERING,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57286,HALSTROFF,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57287,BASSE HAM,NC,C,PC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57288,HAM SOUS VARSBERG,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57289,HAMBACH,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57290,HAMPONT,NC,C,PC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57291,HANGVILLER,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57292,HANNOCOURT,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57293,HAN SUR NIED,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57294,HANVILLER,C,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57295,HARAUCOURT SUR SEILLE,NC,C,PC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57296,HARGARTEN AUX MINES,NC,PC,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57297,HARPRICH,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57298,HARREBERG,C,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57299,HARTZVILLER,NC,PC,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57300,HASELBOURG,C,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57301,HASPELSCHIEDT,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57302,HATTIGNY,NC,PC,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57303,HAUCONCOURT,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57304,HAUT CLOCHER,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57305,HAVANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57306,HAYANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57307,HAYES,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57308,HAZEMBOURG,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57309,HEINING LES BOUZONVILLE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57310,HELLERING LES FENETRANGE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57311,HELLIMER,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57312,HELSTROFF,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57313,HEMILLY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57314,HEMING,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57315,HENRIDORFF,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57316,HENRIVILLE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57317,HERANGE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57318,HERMELANGE,NC,PC,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57319,HERNY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57320,HERTZING,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57321,HESSE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57322,HESTROFF,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57323,HETTANGE GRANDE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57324,HILBESHEIM,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57325,HILSPRICH,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57326,HINCKANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57328,HOLACOURT,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57329,HOLLING,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57330,HOLVING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57331,HOMBOURG BUDANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57332,HOMBOURG HAUT,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57333,HOMMARTING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57334,HOMMERT,C,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57335,HONSKIRCH,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57336,HOPITAL,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57337,HOSTE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57338,HOTTVILLER,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57339,HULTEHOUSE,C,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57340,HUNDLING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57341,HUNTING,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57342,IBIGNY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57343,ILLANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57344,IMLING,NC,PC,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57345,INGLANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57346,INSMING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57347,INSVILLER,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57348,IPPLING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57349,JALLAUCOURT,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57350,JOUY AUX ARCHES,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57351,JURY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57352,JUSSY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57353,JUVELIZE,NC,C,PC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57354,JUVILLE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57355,KALHAUSEN,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57356,KANFEN,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57357,KAPPELKINGER,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57358,KEDANGE SUR CANNER,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57359,KEMPLICH,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57360,KERBACH,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57361,KERLING LES SIERCK,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57362,KERPRICH AUX BOIS,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57364,KIRSCH LES SIERCK,NC,C,PC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57365,KIRSCHNAUMEN,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57366,KIRVILLER,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57367,KLANG,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57368,KNUTANGE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57370,KOENIGSMACKER,NC,C,PC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57371,HAUTE KONTZ,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57372,KUNTZIG,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57373,LACHAMBRE,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57374,LAFRIMBOLLE,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57375,LAGARDE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57376,LAMBACH,C,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57377,LANDANGE,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57379,LANDROFF,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57380,LANEUVEVILLE LES LORQUIN,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57381,LANEUVEVILLE EN SAULNOIS,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57382,LANGATTE,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57383,LANGUIMBERG,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57384,LANING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57385,LAQUENEXY,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57386,LAUDREFANG,NC,PC,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57387,LAUMESFELD,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57388,LAUNSTROFF,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57389,LELLING,NC,C,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57390,LEMBERG,C,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57391,LEMONCOURT,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57392,LEMUD,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57393,LENGELSHEIM,NC,NC,NC,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
GRAND EST,44,57,57394,LENING,NC,C,NC,NC,NC,C,2025-05-21 6:30pm,ambroise.coulomb
