Région,Code région,Code département,code_commune,nom_commune,zone_montagne,est_zone_vulnerable,est_zar,zone_ouest,zone_sud,zone_est,Dernière mise à jour,Dernière mise à jour par
AUVERGNE RHONE ALPES,84,01,01236,MARSONNAS,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01237,MARTIGNAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01238,MASSIEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01239,MASSIGNIEU DE RIVES,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01240,MATAFELON GRANGES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01241,MEILLONNAS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01242,MERIGNAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01243,MESSIMY SUR SAONE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01244,MEXIMIEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01245,BOHAS MEYRIAT RIGNAT,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01246,MEZERIAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01247,MIJOUX,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01248,MIONNAY,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01249,MIRIBEL,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01250,MISERIEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01252,MOGNENEINS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01254,MONTAGNAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01255,MONTAGNIEU,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01257,MONTANGES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01258,MONTCEAUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01259,MONTCET,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01260,MONTELLIER,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01261,MONTHIEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01262,MONTLUEL,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01263,MONTMERLE SUR SAONE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01264,MONTRACOL,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01265,MONTREAL LA CLUSE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01266,MONTREVEL EN BRESSE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01267,NURIEUX VOLOGNAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01268,MURS ET GELIGNIEUX,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01269,NANTUA,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01272,NEUVILLE LES DAMES,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01273,NEUVILLE SUR AIN,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01274,NEYROLLES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01275,NEYRON,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01276,NIEVROZ,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01277,NIVOLLET MONTGRIFFON,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01279,ONCIEU,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01280,ORDONNAZ,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01281,ORNEX,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01282,OUTRIAZ,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01283,OYONNAX,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01284,OZAN,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01285,PARCIEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01286,PARVES ET NATTAGES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01288,PERON,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01289,PERONNAS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01290,PEROUGES,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01291,PERREX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01293,PEYRIAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01294,PEYRIEU,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01295,PEYZIEUX SUR SAONE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01296,PIRAJOUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01297,PIZAY,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01298,PLAGNE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01299,PLANTAY,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01301,POLLIAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01302,POLLIEU,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01303,PONCIN,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01304,PONT D AIN,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01305,PONT DE VAUX,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01306,PONT DE VEYLE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01307,PORT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01308,POUGNY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01309,POUILLAT,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01310,PREMEYZEL,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01311,PREMILLIEU,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01313,PREVESSIN MOENS,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01314,PRIAY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01317,RAMASSE,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01318,RANCE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01319,RELEVANT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01320,REPLONGES,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01321,REVONNAS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01322,REYRIEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01323,REYSSOUZE,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01325,RIGNIEUX LE FRANC,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01328,ROMANS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01329,ROSSILLON,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01330,RUFFIEU,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01331,SAINT ALBAN,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01332,SAINT ANDRE DE BAGE,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01333,SAINT ANDRE DE CORCY,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01334,SAINT ANDRE D HUIRIAT,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01335,SAINT ANDRE LE BOUCHOUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01336,SAINT ANDRE SUR VIEUX JONC,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01337,SAINT BENIGNE,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01338,GROSLEE SAINT BENOIT,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01339,SAINT BERNARD,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01342,SAINTE CROIX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01343,SAINT CYR SUR MENTHON,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01344,SAINT DENIS LES BOURG,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01345,SAINT DENIS EN BUGEY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01346,SAINT DIDIER D AUSSIAT,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01347,SAINT DIDIER DE FORMANS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01348,SAINT DIDIER SUR CHALARONNE,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01349,SAINT ELOI,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01350,SAINT ETIENNE DU BOIS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01351,SAINT ETIENNE SUR CHALARONNE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01352,SAINT ETIENNE SUR REYSSOUZE,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01353,SAINTE EUPHEMIE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01354,SAINT GENIS POUILLY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01355,SAINT GENIS SUR MENTHON,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01356,SAINT GEORGES SUR RENON,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01357,SAINT GERMAIN DE JOUX,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01358,SAINT GERMAIN LES PAROISSES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01359,SAINT GERMAIN SUR RENON,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01360,SAINT JEAN DE GONVILLE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01361,SAINT JEAN DE NIOST,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01362,SAINT JEAN DE THURIGNEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01363,SAINT JEAN LE VIEUX,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01364,SAINT JEAN SUR REYSSOUZE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01365,SAINT JEAN SUR VEYLE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01366,SAINTE JULIE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01367,SAINT JULIEN SUR REYSSOUZE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01368,SAINT JULIEN SUR VEYLE,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01369,SAINT JUST,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01370,SAINT LAURENT SUR SAONE,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01371,SAINT MARCEL,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01372,SAINT MARTIN DE BAVEL,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01373,SAINT MARTIN DU FRENE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01374,SAINT MARTIN DU MONT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01375,SAINT MARTIN LE CHATEL,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01376,SAINT MAURICE DE BEYNOST,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01378,SAINT MAURICE DE GOURDANS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01379,SAINT MAURICE DE REMENS,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01380,SAINT NIZIER LE BOUCHOUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01381,SAINT NIZIER LE DESERT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01382,SAINTE OLIVE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01383,SAINT PAUL DE VARAX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01384,SAINT RAMBERT EN BUGEY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01385,SAINT REMY,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01386,SAINT SORLIN EN BUGEY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01387,SAINT SULPICE,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01388,SAINT TRIVIER DE COURTES,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01389,SAINT TRIVIER SUR MOIGNANS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01390,SAINT VULBAS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01391,SALAVRE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01392,SAMOGNAT,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01393,SANDRANS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01396,SAULT BRENAZ,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01397,SAUVERNY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01398,SAVIGNEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01399,SEGNY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01400,SEILLONNAZ,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01401,SERGY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01402,SERMOYER,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01403,SERRIERES DE BRIORD,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01404,SERRIERES SUR AIN,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01405,SERVAS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01406,SERVIGNAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01407,SEYSSEL,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01408,SIMANDRE SUR SURAN,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01410,SONTHONNAX LA MONTAGNE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01411,SOUCLIN,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01412,SULIGNAT,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01415,TALISSIEU,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01416,TENAY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01418,THIL,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01419,THOIRY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01420,THOISSEY,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01421,TORCIEU,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01422,TOSSIAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01423,TOUSSIEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01424,TRAMOYES,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01425,TRANCLIERE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01426,VAL REVERMONT,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01427,TREVOUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01428,VALEINS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01429,VANDEINS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01430,VARAMBON,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01431,VAUX EN BUGEY,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01432,VERJON,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01433,VERNOUX,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01434,VERSAILLEUX,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01435,VERSONNEX,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01436,VESANCY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01437,VESCOURS,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01439,VESINES,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01441,VIEU D IZENAVE,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01443,VILLARS LES DOMBES,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01444,VILLEBOIS,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01445,VILLEMOTIER,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01446,VILLENEUVE,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01447,VILLEREVERSURE,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01448,VILLES,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01449,VILLETTE SUR AIN,NC,PC,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01450,VILLIEU LOYES MOLLON,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01451,VIRIAT,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01452,VIRIEU LE GRAND,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01453,ARVIERE EN VALROMEY,C,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01454,VIRIGNIN,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01456,VONGNES,NC,,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
AUVERGNE RHONE ALPES,84,01,01457,VONNAS,NC,C,,NC,NC,NC,2025-05-21 6:30pm,ambroise.coulomb
HAUTS DE FRANCE,32,02,02001,ABBECOURT,NC,C,,,,,2025-05-21 6:30pm,ambroise.coulomb
